resultNumber,censusMetropolitanArea,province,forwardSortationAreaCodes,testDurationInDays,averageRadonConcentrationInBqPerM3,averageThoronConcentrationInBqPerM3,latitude,longitude
1603,Kingston CMA,ON,K7M,93,168,27.0,44.2411,-76.5788
1604,Kingston CMA,ON,K7M,120,151,14.0,44.2411,-76.5788
1605,Kingston CMA,ON,K7M,93,66,14.0,44.2411,-76.5788
1606,Kingston CMA,ON,K7M,91,366,14.0,44.2411,-76.5788
1607,Kingston CMA,ON,K7M,127,463,14.0,44.2411,-76.5788
1608,Kingston CMA,ON,K7M,93,175,31.0,44.2411,-76.5788
1609,Kingston CMA,ON,K7M,91,40,14.0,44.2411,-76.5788
1610,Kingston CMA,ON,K7M,139,180,14.0,44.2411,-76.5788
1611,Kingston CMA,ON,K7M,102,154,14.0,44.2411,-76.5788
1612,Kingston CMA,ON,K7M,95,192,14.0,44.2411,-76.5788
1613,Kingston CMA,ON,K7M,92,53,14.0,44.2411,-76.5788
1614,Kingston CMA,ON,K7M,121,14,14.0,44.2411,-76.5788
1615,Kingston CMA,ON,K7M,170,94,14.0,44.2411,-76.5788
1617,Kingston CMA,ON,K7M,91,528,24.0,44.2411,-76.5788
1618,Kingston CMA,ON,K7M,92,205,14.0,44.2411,-76.5788
1619,Kingston CMA,ON,K7M,94,371,14.0,44.2411,-76.5788
1620,Kingston CMA,ON,K7M,92,123,19.0,44.2411,-76.5788
1621,Kingston CMA,ON,K7M,131,71,14.0,44.2411,-76.5788
1622,Kingston CMA,ON,K7N,92,286,14.0,44.2224,-76.65
1623,Kingston CMA,ON,K7N,142,206,14.0,44.2224,-76.65
1624,Kingston CMA,ON,K7N,90,154,14.0,44.2224,-76.65
1625,Kingston CMA,ON,K7N,93,131,14.0,44.2224,-76.65
1626,Kingston CMA,ON,K7N,96,17,14.0,44.2224,-76.65
1627,Kingston CMA,ON,K7N,99,362,24.0,44.2224,-76.65
1628,Kingston CMA,ON,K7N,94,123,17.0,44.2224,-76.65
1629,Kingston CMA,ON,K7N,91,205,34.0,44.2224,-76.65
1630,Kingston CMA,ON,K7N,96,149,14.0,44.2224,-76.65
1631,Kingston CMA,ON,K7N,99,116,14.0,44.2224,-76.65
1632,Kingston CMA,ON,K7N,91,550,102.0,44.2224,-76.65
1633,Kingston CMA,ON,K7P,152,80,14.0,44.2814,-76.6111
1634,Kingston CMA,ON,K7P,91,149,27.0,44.2814,-76.6111
1635,Kingston CMA,ON,K7P,92,179,31.0,44.2814,-76.6111
1636,Kingston CMA,ON,K7P,100,53,14.0,44.2814,-76.6111
1637,Kingston CMA,ON,K7P,99,291,14.0,44.2814,-76.6111
1638,Kingston CMA,ON,K7P,91,130,14.0,44.2814,-76.6111
1639,Kingston CMA,ON,K7P,96,222,14.0,44.2814,-76.6111
1640,Kingston CMA,ON,K7P,91,118,27.0,44.2814,-76.6111
1641,Kingston CMA,ON,K7P,94,346,14.0,44.2814,-76.6111
1642,Kingston CMA,ON,K7P,91,130,14.0,44.2814,-76.6111
1643,Kingston CMA,ON,K7P,91,308,14.0,44.2814,-76.6111
1644,Kingston CMA,ON,K7P,91,116,14.0,44.2814,-76.6111
1645,Kingston CMA,ON,K7P,91,55,14.0,44.2814,-76.6111
1646,Kingston CMA,ON,K7P,96,123,14.0,44.2814,-76.6111
1647,Kingston CMA,ON,K7P,93,233,14.0,44.2814,-76.6111
1648,Kingston CMA,ON,K7P,91,205,14.0,44.2814,-76.6111
1649,Kingston CMA,ON,K7P,92,179,14.0,44.2814,-76.6111
1650,Kitchener CMA,ON,N2A,97,95,14.0,43.4413,-80.4246
1651,Kitchener CMA,ON,N2A,91,89,14.0,43.4413,-80.4246
1652,Kitchener CMA,ON,N2A,100,87,14.0,43.4413,-80.4246
1653,Kitchener CMA,ON,N2A,94,50,14.0,43.4413,-80.4246
1654,Kitchener CMA,ON,N2A,115,43,49.0,43.4413,-80.4246
1655,Kitchener CMA,ON,N2A,100,62,14.0,43.4413,-80.4246
1656,Kitchener CMA,ON,N2A,91,76,172.0,43.4413,-80.4246
1657,Kitchener CMA,ON,N2B,92,147,14.0,43.4646,-80.4467
1658,Kitchener CMA,ON,N2B,91,47,14.0,43.4646,-80.4467
1659,Kitchener CMA,ON,N2B,93,49,14.0,43.4646,-80.4467
1660,Kitchener CMA,ON,N2B,103,68,14.0,43.4646,-80.4467
1661,Kitchener CMA,ON,N2B,92,58,14.0,43.4646,-80.4467
1662,Kitchener CMA,ON,N2B,93,41,14.0,43.4646,-80.4467
1663,Kitchener CMA,ON,N2C,92,90,16.0,43.4182,-80.4451
1664,Kitchener CMA,ON,N2C,130,92,14.0,43.4182,-80.4451
1665,Kitchener CMA,ON,N2C,99,39,14.0,43.4182,-80.4451
1666,Kitchener CMA,ON,N2C,92,80,14.0,43.4182,-80.4451
1667,Kitchener CMA,ON,N2C,91,33,15.0,43.4182,-80.4451
1668,Kitchener CMA,ON,N2C,108,51,14.0,43.4182,-80.4451
1669,Kitchener CMA,ON,N2C,101,69,14.0,43.4182,-80.4451
1670,Kitchener CMA,ON,N2E,106,114,14.0,43.4106,-80.5011
1671,Kitchener CMA,ON,N2E,91,87,21.0,43.4106,-80.5011
1672,Kitchener CMA,ON,N2E,94,47,27.0,43.4106,-80.5011
1673,Kitchener CMA,ON,N2E,95,65,14.0,43.4106,-80.5011
1674,Kitchener CMA,ON,N2E,130,36,14.0,43.4106,-80.5011
1675,Kitchener CMA,ON,N2E,113,76,14.0,43.4106,-80.5011
1676,Kitchener CMA,ON,N2E,98,59,14.0,43.4106,-80.5011
1677,Kitchener CMA,ON,N2E,91,72,14.0,43.4106,-80.5011
1678,Kitchener CMA,ON,N2E,153,49,14.0,43.4106,-80.5011
1679,Kitchener CMA,ON,N2G,301,42,14.0,43.4443,-80.4891
1680,Kitchener CMA,ON,N2G,99,21,14.0,43.4443,-80.4891
1681,Kitchener CMA,ON,N2G,92,63,14.0,43.4443,-80.4891
1682,Kitchener CMA,ON,N2G,84,29,14.0,43.4443,-80.4891
1683,Kitchener CMA,ON,N2G,91,38,14.0,43.4443,-80.4891
1684,Kitchener CMA,ON,N2G,90,30,14.0,43.4443,-80.4891
1685,Kitchener CMA,ON,N2H,91,81,14.0,43.4581,-80.4818
1686,Kitchener CMA,ON,N2H,91,63,14.0,43.4581,-80.4818
1687,Kitchener CMA,ON,N2H,91,64,14.0,43.4581,-80.4818
1688,Kitchener CMA,ON,N2H,95,53,14.0,43.4581,-80.4818
1689,Kitchener CMA,ON,N2H,99,53,14.0,43.4581,-80.4818
1690,Kitchener CMA,ON,N2H,91,37,14.0,43.4581,-80.4818
1691,Kitchener CMA,ON,N2H,90,39,14.0,43.4581,-80.4818
1692,Kitchener CMA,ON,N2H,95,45,14.0,43.4581,-80.4818
1693,Kitchener CMA,ON,N2J,98,108,14.0,43.504,-80.5366
1694,Kitchener CMA,ON,N2J,98,52,14.0,43.504,-80.5366
1695,Kitchener CMA,ON,N2J,92,109,18.0,43.504,-80.5366
1696,Kitchener CMA,ON,N2J,90,76,14.0,43.504,-80.5366
1697,Kitchener CMA,ON,N2J,126,24,14.0,43.504,-80.5366
1698,Kitchener CMA,ON,N2J,91,145,14.0,43.504,-80.5366
1699,Kitchener CMA,ON,N2K,91,130,14.0,43.4961,-80.4936
1700,Kitchener CMA,ON,N2K,94,38,14.0,43.4961,-80.4936
1701,Kitchener CMA,ON,N2K,122,155,14.0,43.4961,-80.4936
1702,Kitchener CMA,ON,N2K,93,32,14.0,43.4961,-80.4936
1703,Kitchener CMA,ON,N2K,92,98,14.0,43.4961,-80.4936
1704,Kitchener CMA,ON,N2K,92,141,14.0,43.4961,-80.4936
1705,Kitchener CMA,ON,N2L,91,39,14.0,43.4715,-80.5454
1706,Kitchener CMA,ON,N2L,98,80,14.0,43.4715,-80.5454
1707,Kitchener CMA,ON,N2L,75,48,14.0,43.4715,-80.5454
1708,Kitchener CMA,ON,N2L,91,62,14.0,43.4715,-80.5454
1709,Kitchener CMA,ON,N2L,91,59,14.0,43.4715,-80.5454
1710,Kitchener CMA,ON,N2L,100,47,14.0,43.4715,-80.5454
1711,Kitchener CMA,ON,N2L,92,57,14.0,43.4715,-80.5454
1712,Kitchener CMA,ON,N2M,91,57,21.0,43.4363,-80.5093
1713,Kitchener CMA,ON,N2M,169,31,14.0,43.4363,-80.5093
1714,Kitchener CMA,ON,N2M,98,98,14.0,43.4363,-80.5093
1715,Kitchener CMA,ON,N2M,98,30,14.0,43.4363,-80.5093
1716,Kitchener CMA,ON,N2M,91,43,21.0,43.4363,-80.5093
1717,Kitchener CMA,ON,N2M,91,44,14.0,43.4363,-80.5093
1718,Kitchener CMA,ON,N2M,91,80,14.0,43.4363,-80.5093
1719,Kitchener CMA,ON,N2M,98,42,14.0,43.4363,-80.5093
1720,Kitchener CMA,ON,N2N,91,61,14.0,43.426,-80.5438
1721,Kitchener CMA,ON,N2N,99,41,14.0,43.426,-80.5438
1722,Kitchener CMA,ON,N2N,91,66,14.0,43.426,-80.5438
1723,Kitchener CMA,ON,N2N,91,36,14.0,43.426,-80.5438
1724,Kitchener CMA,ON,N2N,92,131,14.0,43.426,-80.5438
1725,Kitchener CMA,ON,N2N,91,47,14.0,43.426,-80.5438
1726,Kitchener CMA,ON,N2P,62,35,26.0,43.3878,-80.4296
1727,Kitchener CMA,ON,N2P,98,146,14.0,43.3878,-80.4296
1728,Kitchener CMA,ON,N2P,91,65,17.0,43.3878,-80.4296
1729,Kitchener CMA,ON,N2P,94,64,14.0,43.3878,-80.4296
1730,Kitchener CMA,ON,N2R,91,43,14.0,43.3849,-80.487
1731,Kitchener CMA,ON,N2R,91,33,14.0,43.3849,-80.487
1732,Kitchener CMA,ON,N2R,91,70,14.0,43.3849,-80.487
1733,Kitchener CMA,ON,N2R,91,21,14.0,43.3849,-80.487
1734,Kitchener CMA,ON,N2R,95,147,14.0,43.3849,-80.487
1735,Kitchener CMA,ON,N2R,102,144,14.0,43.3849,-80.487
1736,Kitchener CMA,ON,N2R,93,21,14.0,43.3849,-80.487
1737,Kitchener CMA,ON,N2T,100,45,14.0,43.453,-80.5692
1738,Kitchener CMA,ON,N2T,92,149,14.0,43.453,-80.5692
1739,Kitchener CMA,ON,N2T,91,127,14.0,43.453,-80.5692
1740,Kitchener CMA,ON,N2T,92,30,14.0,43.453,-80.5692
1741,Kitchener CMA,ON,N2T,99,53,14.0,43.453,-80.5692
1742,Kitchener CMA,ON,N2T,101,211,14.0,43.453,-80.5692
1743,Kitchener CMA,ON,N2T,92,61,14.0,43.453,-80.5692
1744,Kitchener CMA,ON,N2T,99,48,14.0,43.453,-80.5692
1745,Kitchener CMA,ON,N2V,91,56,14.0,43.4764,-80.5842
1746,Kitchener CMA,ON,N2V,95,72,14.0,43.4764,-80.5842
1747,Kitchener CMA,ON,N2V,91,51,14.0,43.4764,-80.5842
1748,Kitchener CMA,ON,N2V,93,21,14.0,43.4764,-80.5842
1749,Kitchener CMA,ON,N2V,99,37,14.0,43.4764,-80.5842
1750,Kitchener CMA,ON,N2V,89,32,14.0,43.4764,-80.5842
1752,London CMA,ON,N5V,124,49,18.0,43.0233,-81.1643
1753,London CMA,ON,N5V,92,108,14.0,43.0233,-81.1643
1754,London CMA,ON,N5W,91,57,14.0,42.9856,-81.1821
1755,London CMA,ON,N5W,91,40,14.0,42.9856,-81.1821
1756,London CMA,ON,N5W,94,60,14.0,42.9856,-81.1821
1757,London CMA,ON,N5X,91,53,14.0,43.0443,-81.2391
1758,London CMA,ON,N5X,94,101,14.0,43.0443,-81.2391
1759,London CMA,ON,N5X,96,46,14.0,43.0443,-81.2391
1760,London CMA,ON,N5X,107,100,14.0,43.0443,-81.2391
1761,London CMA,ON,N5X,91,57,14.0,43.0443,-81.2391
1762,London CMA,ON,N5X,92,47,14.0,43.0443,-81.2391
1763,London CMA,ON,N5X,99,340,14.0,43.0443,-81.2391
1764,London CMA,ON,N5X,93,65,14.0,43.0443,-81.2391
1765,London CMA,ON,N5Y,93,99,14.0,43.0123,-81.2307
1766,London CMA,ON,N5Y,90,20,14.0,43.0123,-81.2307
1767,London CMA,ON,N5Y,92,84,14.0,43.0123,-81.2307
1768,London CMA,ON,N5Y,91,64,14.0,43.0123,-81.2307
1769,London CMA,ON,N5Y,94,187,14.0,43.0123,-81.2307
1770,London CMA,ON,N5Y,93,262,14.0,43.0123,-81.2307
1771,London CMA,ON,N5Y,91,85,14.0,43.0123,-81.2307
1772,London CMA,ON,N5Z,93,51,14.0,42.966,-81.2053
1773,London CMA,ON,N5Z,91,31,14.0,42.966,-81.2053
1774,London CMA,ON,N5Z,92,46,14.0,42.966,-81.2053
1775,London CMA,ON,N5Z,102,23,14.0,42.966,-81.2053
1776,London CMA,ON,N5Z,91,98,14.0,42.966,-81.2053
1777,London CMA,ON,N5Z,102,15,14.0,42.966,-81.2053
1778,London CMA,ON,N6A,91,53,14.0,42.9976,-81.2563
1779,London CMA,ON,N6A,93,88,14.0,42.9976,-81.2563
1780,London CMA,ON,N6A,91,74,14.0,42.9976,-81.2563
1781,London CMA,ON,N6A,90,65,14.0,42.9976,-81.2563
1782,London CMA,ON,N6A,63,51,17.0,42.9976,-81.2563
1783,London CMA,ON,N6A,92,104,14.0,42.9976,-81.2563
1784,London CMA,ON,N6B,114,59,14.0,42.9835,-81.2386
1785,London CMA,ON,N6B,92,57,19.0,42.9835,-81.2386
1786,London CMA,ON,N6B,94,50,14.0,42.9835,-81.2386
1787,London CMA,ON,N6B,90,42,14.0,42.9835,-81.2386
1788,London CMA,ON,N6B,100,40,14.0,42.9835,-81.2386
1789,London CMA,ON,N6B,92,59,43.0,42.9835,-81.2386
1790,London CMA,ON,N6B,91,72,14.0,42.9835,-81.2386
1791,London CMA,ON,N6C,98,97,14.0,42.9582,-81.238
1792,London CMA,ON,N6C,95,70,14.0,42.9582,-81.238
1793,London CMA,ON,N6C,114,112,14.0,42.9582,-81.238
1794,London CMA,ON,N6C,91,101,14.0,42.9582,-81.238
1795,London CMA,ON,N6C,91,62,14.0,42.9582,-81.238
1796,London CMA,ON,N6E,139,68,14.0,42.9185,-81.2244
1797,London CMA,ON,N6E,102,56,14.0,42.9185,-81.2244
1798,London CMA,ON,N6E,91,81,14.0,42.9185,-81.2244
1799,London CMA,ON,N6E,90,43,14.0,42.9185,-81.2244
1800,London CMA,ON,N6E,103,65,14.0,42.9185,-81.2244
1801,London CMA,ON,N6E,70,136,14.0,42.9185,-81.2244
1802,London CMA,ON,N6G,91,62,20.0,43.0147,-81.3049
1803,London CMA,ON,N6G,91,88,14.0,43.0147,-81.3049
1804,London CMA,ON,N6G,90,221,14.0,43.0147,-81.3049
1805,London CMA,ON,N6G,96,221,14.0,43.0147,-81.3049
1806,London CMA,ON,N6G,92,72,23.0,43.0147,-81.3049
1807,London CMA,ON,N6H,92,43,14.0,42.9915,-81.3402
1808,London CMA,ON,N6H,91,59,14.0,42.9915,-81.3402
1809,London CMA,ON,N6H,91,24,14.0,42.9915,-81.3402
1810,London CMA,ON,N6H,91,115,14.0,42.9915,-81.3402
1812,London CMA,ON,N6H,92,73,14.0,42.9915,-81.3402
1813,London CMA,ON,N6H,92,283,14.0,42.9915,-81.3402
1814,London CMA,ON,N6J,93,97,14.0,42.9546,-81.2735
1815,London CMA,ON,N6J,91,201,14.0,42.9546,-81.2735
1816,London CMA,ON,N6J,91,68,14.0,42.9546,-81.2735
1817,London CMA,ON,N6J,92,68,24.0,42.9546,-81.2735
1818,London CMA,ON,N6J,101,48,14.0,42.9546,-81.2735
1819,London CMA,ON,N6J,90,154,22.0,42.9546,-81.2735
1820,London CMA,ON,N6K,105,56,14.0,42.9536,-81.3418
1821,London CMA,ON,N6K,91,60,20.0,42.9536,-81.3418
1822,London CMA,ON,N6K,91,50,14.0,42.9536,-81.3418
1823,London CMA,ON,N6K,93,40,14.0,42.9536,-81.3418
1824,London CMA,ON,N6K,95,47,14.0,42.9536,-81.3418
1825,London CMA,ON,N6K,96,180,14.0,42.9536,-81.3418
1826,London CMA,ON,N6K,91,41,17.0,42.9536,-81.3418
1827,London CMA,ON,N6P,91,43,22.0,42.8909,-81.3236
1828,London CMA,ON,N6P,91,96,14.0,42.8909,-81.3236
1829,London CMA,ON,N6P,98,125,17.0,42.8909,-81.3236
1830,London CMA,ON,N6P,91,72,14.0,42.8909,-81.3236
1831,Oshawa CMA,ON,L1G,101,14,14.0,43.9233,-78.8684
1832,Oshawa CMA,ON,L1G,113,60,14.0,43.9233,-78.8684
1833,Oshawa CMA,ON,L1G,91,73,14.0,43.9233,-78.8684
1835,Oshawa CMA,ON,L1G,104,81,14.0,43.9233,-78.8684
1836,Oshawa CMA,ON,L1G,107,56,14.0,43.9233,-78.8684
1837,Oshawa CMA,ON,L1G,94,119,14.0,43.9233,-78.8684
1838,Oshawa CMA,ON,L1G,91,92,14.0,43.9233,-78.8684
1839,Oshawa CMA,ON,L1G,91,26,20.0,43.9233,-78.8684
1840,Oshawa CMA,ON,L1G,97,126,14.0,43.9233,-78.8684
1841,Oshawa CMA,ON,L1G,92,68,19.0,43.9233,-78.8684
1842,Oshawa CMA,ON,L1G,91,131,20.0,43.9233,-78.8684
1843,Oshawa CMA,ON,L1G,119,35,14.0,43.9233,-78.8684
1844,Oshawa CMA,ON,L1G,93,45,14.0,43.9233,-78.8684
1845,Oshawa CMA,ON,L1G,91,115,14.0,43.9233,-78.8684
1846,Oshawa CMA,ON,L1H,98,137,14.0,43.9721,-78.8837
1847,Oshawa CMA,ON,L1H,91,166,14.0,43.9721,-78.8837
1848,Oshawa CMA,ON,L1H,94,122,14.0,43.9721,-78.8837
1849,Oshawa CMA,ON,L1H,100,36,16.0,43.9721,-78.8837
1850,Oshawa CMA,ON,L1H,92,321,16.0,43.9721,-78.8837
1851,Oshawa CMA,ON,L1H,91,94,14.0,43.9721,-78.8837
1852,Oshawa CMA,ON,L1H,101,43,14.0,43.9721,-78.8837
1853,Oshawa CMA,ON,L1H,132,50,14.0,43.9721,-78.8837
1854,Oshawa CMA,ON,L1H,92,141,26.0,43.9721,-78.8837
1855,Oshawa CMA,ON,L1H,91,34,14.0,43.9721,-78.8837
1856,Oshawa CMA,ON,L1H,91,21,14.0,43.9721,-78.8837
1857,Oshawa CMA,ON,L1H,93,50,14.0,43.9721,-78.8837
1858,Oshawa CMA,ON,L1J,93,14,96.0,43.8852,-78.8771
1859,Oshawa CMA,ON,L1J,103,173,14.0,43.8852,-78.8771
1860,Oshawa CMA,ON,L1J,91,67,28.0,43.8852,-78.8771
1861,Oshawa CMA,ON,L1J,91,43,14.0,43.8852,-78.8771
1862,Oshawa CMA,ON,L1J,97,75,14.0,43.8852,-78.8771
1863,Oshawa CMA,ON,L1J,91,49,14.0,43.8852,-78.8771
1864,Oshawa CMA,ON,L1J,91,46,14.0,43.8852,-78.8771
1865,Oshawa CMA,ON,L1J,91,122,18.0,43.8852,-78.8771
1866,Oshawa CMA,ON,L1J,98,78,16.0,43.8852,-78.8771
1867,Oshawa CMA,ON,L1J,91,58,17.0,43.8852,-78.8771
1868,Oshawa CMA,ON,L1J,103,56,14.0,43.8852,-78.8771
1869,Oshawa CMA,ON,L1J,92,21,14.0,43.8852,-78.8771
1870,Oshawa CMA,ON,L1J,92,45,14.0,43.8852,-78.8771
1871,Oshawa CMA,ON,L1J,92,52,14.0,43.8852,-78.8771
1872,Oshawa CMA,ON,L1J,92,41,20.0,43.8852,-78.8771
1873,Oshawa CMA,ON,L1K,92,45,14.0,43.9251,-78.8287
1874,Oshawa CMA,ON,L1K,91,33,14.0,43.9251,-78.8287
1875,Oshawa CMA,ON,L1K,90,40,14.0,43.9251,-78.8287
1876,Oshawa CMA,ON,L1K,90,24,25.0,43.9251,-78.8287
1877,Oshawa CMA,ON,L1K,91,16,14.0,43.9251,-78.8287
1878,Oshawa CMA,ON,L1K,92,14,50.0,43.9251,-78.8287
1879,Oshawa CMA,ON,L1K,91,21,14.0,43.9251,-78.8287
1880,Oshawa CMA,ON,L1K,91,31,16.0,43.9251,-78.8287
1881,Oshawa CMA,ON,L1K,91,40,14.0,43.9251,-78.8287
1882,Oshawa CMA,ON,L1K,92,58,14.0,43.9251,-78.8287
1883,Oshawa CMA,ON,L1K,91,31,14.0,43.9251,-78.8287
1884,Oshawa CMA,ON,L1K,91,54,14.0,43.9251,-78.8287
1885,Oshawa CMA,ON,L1L,97,43,14.0,43.9581,-78.8972
1886,Oshawa CMA,ON,L1L,91,51,14.0,43.9581,-78.8972
1887,Oshawa CMA,ON,L1L,92,45,14.0,43.9581,-78.8972
1888,Oshawa CMA,ON,L1L,92,42,14.0,43.9581,-78.8972
1889,Oshawa CMA,ON,L1N,93,26,14.0,43.8721,-78.9273
1890,Oshawa CMA,ON,L1N,92,184,14.0,43.8721,-78.9273
1891,Oshawa CMA,ON,L1N,107,175,14.0,43.8721,-78.9273
1892,Oshawa CMA,ON,L1N,91,29,15.0,43.8721,-78.9273
1893,Oshawa CMA,ON,L1N,93,43,14.0,43.8721,-78.9273
1894,Oshawa CMA,ON,L1N,91,43,14.0,43.8721,-78.9273
1895,Oshawa CMA,ON,L1N,93,17,26.0,43.8721,-78.9273
1896,Oshawa CMA,ON,L1N,127,16,14.0,43.8721,-78.9273
1897,Oshawa CMA,ON,L1N,93,67,14.0,43.8721,-78.9273
1898,Oshawa CMA,ON,L1N,92,61,14.0,43.8721,-78.9273
1899,Oshawa CMA,ON,L1N,91,59,14.0,43.8721,-78.9273
1900,Oshawa CMA,ON,L1N,91,36,14.0,43.8721,-78.9273
1901,Oshawa CMA,ON,L1N,94,28,14.0,43.8721,-78.9273
1902,Oshawa CMA,ON,L1P,98,30,14.0,43.8866,-78.975
1903,Oshawa CMA,ON,L1P,92,127,14.0,43.8866,-78.975
1904,Oshawa CMA,ON,L1P,91,20,96.0,43.8866,-78.975
1905,Oshawa CMA,ON,L1P,135,64,14.0,43.8866,-78.975
1906,Oshawa CMA,ON,L1P,90,68,81.0,43.8866,-78.975
1907,Oshawa CMA,ON,L1P,91,51,14.0,43.8866,-78.975
1908,Oshawa CMA,ON,L1P,91,28,20.0,43.8866,-78.975
1909,Oshawa CMA,ON,L1P,93,41,16.0,43.8866,-78.975
1910,Oshawa CMA,ON,L1R,101,14,14.0,43.9215,-78.9412
1911,Oshawa CMA,ON,L1R,92,34,14.0,43.9215,-78.9412
1912,Oshawa CMA,ON,L1R,92,46,14.0,43.9215,-78.9412
1913,Oshawa CMA,ON,L1R,133,43,16.0,43.9215,-78.9412
1914,Oshawa CMA,ON,L1R,98,42,14.0,43.9215,-78.9412
1915,Oshawa CMA,ON,L1R,91,61,14.0,43.9215,-78.9412
1916,Oshawa CMA,ON,L1R,102,18,14.0,43.9215,-78.9412
1917,Oshawa CMA,ON,L1R,92,64,14.0,43.9215,-78.9412
1918,Oshawa CMA,ON,L1R,98,75,14.0,43.9215,-78.9412
1919,Oshawa CMA,ON,L1R,91,27,14.0,43.9215,-78.9412
1920,Oshawa CMA,ON,L1R,93,149,29.0,43.9215,-78.9412
1921,Oshawa CMA,ON,L1R,100,35,14.0,43.9215,-78.9412
1922,Oshawa CMA,ON,L1R,92,46,21.0,43.9215,-78.9412
1923,Oshawa CMA,ON,L1R,92,32,14.0,43.9215,-78.9412
1924,Oshawa CMA,ON,L1R,91,24,14.0,43.9215,-78.9412
1925,Oshawa CMA,ON,L1R,91,53,14.0,43.9215,-78.9412
1926,Oshawa CMA,ON,L1R,99,94,14.0,43.9215,-78.9412
1931,Ottawa - Gatineau CMA,ON,K1B,89,155,14.0,45.4284,-75.5875
1932,Ottawa - Gatineau CMA,ON,K1B,93,17,14.0,45.4284,-75.5875
1933,Ottawa - Gatineau CMA,ON,K1C,91,69,20.0,45.4677,-75.5399
1934,Ottawa - Gatineau CMA,ON,K1C,90,14,14.0,45.4677,-75.5399
1935,Ottawa - Gatineau CMA,ON,K1G,92,16,14.0,45.3548,-75.5773
1936,Ottawa - Gatineau CMA,ON,K1G,101,79,14.0,45.3548,-75.5773
1937,Ottawa - Gatineau CMA,ON,K1G,103,51,14.0,45.3548,-75.5773
1938,Ottawa - Gatineau CMA,ON,K1H,91,41,14.0,45.3876,-75.6593
1939,Ottawa - Gatineau CMA,ON,K1H,116,37,16.0,45.3876,-75.6593
1940,Ottawa - Gatineau CMA,ON,K1H,91,153,35.0,45.3876,-75.6593
1941,Ottawa - Gatineau CMA,ON,K1J,96,92,14.0,45.4519,-75.6036
1942,Ottawa - Gatineau CMA,ON,K1J,92,65,14.0,45.4519,-75.6036
1943,Ottawa - Gatineau CMA,ON,K1K,93,27,14.0,45.4448,-75.6431
1944,Ottawa - Gatineau CMA,ON,K1K,91,78,14.0,45.4448,-75.6431
1945,Ottawa - Gatineau CMA,ON,K1K,90,143,27.0,45.4448,-75.6431
1946,Ottawa - Gatineau CMA,ON,K1L,95,14,14.0,45.44,-75.663
1947,Ottawa - Gatineau CMA,ON,K1L,119,33,14.0,45.44,-75.663
1948,Ottawa - Gatineau CMA,ON,K1M,91,73,14.0,45.4491,-75.6818
1949,Ottawa - Gatineau CMA,ON,K1M,90,42,14.0,45.4491,-75.6818
1950,Ottawa - Gatineau CMA,ON,K1N,119,51,14.0,45.4289,-75.6844
1951,Ottawa - Gatineau CMA,ON,K1N,92,91,14.0,45.4289,-75.6844
1952,Ottawa - Gatineau CMA,ON,K1S,92,39,26.0,45.399,-75.6871
1953,Ottawa - Gatineau CMA,ON,K1S,100,81,14.0,45.399,-75.6871
1954,Ottawa - Gatineau CMA,ON,K1S,95,50,14.0,45.399,-75.6871
1955,Ottawa - Gatineau CMA,ON,K1T,93,45,150.0,45.3295,-75.6156
1956,Ottawa - Gatineau CMA,ON,K1T,95,37,14.0,45.3295,-75.6156
1957,Ottawa - Gatineau CMA,ON,K1V,91,141,14.0,45.3281,-75.6719
1958,Ottawa - Gatineau CMA,ON,K1V,109,342,14.0,45.3281,-75.6719
1959,Ottawa - Gatineau CMA,ON,K1V,122,133,14.0,45.3281,-75.6719
1960,Ottawa - Gatineau CMA,ON,K1Y,92,199,14.0,45.4023,-75.7329
1961,Ottawa - Gatineau CMA,ON,K1Y,91,45,29.0,45.4023,-75.7329
1962,Ottawa - Gatineau CMA,ON,K1Y,103,83,113.0,45.4023,-75.7329
1963,Ottawa - Gatineau CMA,ON,K1Z,92,109,14.0,45.3867,-75.7405
1964,Ottawa - Gatineau CMA,ON,K1Z,110,157,14.0,45.3867,-75.7405
1965,Ottawa - Gatineau CMA,ON,K1Z,93,78,14.0,45.3867,-75.7405
1966,Ottawa - Gatineau CMA,ON,K2A,91,108,14.0,45.3805,-75.7636
1967,Ottawa - Gatineau CMA,ON,K2A,92,86,14.0,45.3805,-75.7636
1968,Ottawa - Gatineau CMA,ON,K2A,107,33,32.0,45.3805,-75.7636
1969,Ottawa - Gatineau CMA,ON,K2B,101,60,14.0,45.3645,-75.7934
1970,Ottawa - Gatineau CMA,ON,K2B,91,61,14.0,45.3645,-75.7934
1971,Ottawa - Gatineau CMA,ON,K2B,90,103,15.0,45.3645,-75.7934
1972,Ottawa - Gatineau CMA,ON,K2E,93,167,14.0,45.3438,-75.7157
1973,Ottawa - Gatineau CMA,ON,K2E,105,69,14.0,45.3438,-75.7157
1974,Ottawa - Gatineau CMA,ON,K2G,93,477,14.0,45.3211,-75.7391
1975,Ottawa - Gatineau CMA,ON,K2G,90,334,14.0,45.3211,-75.7391
1976,Ottawa - Gatineau CMA,ON,K2G,94,71,15.0,45.3211,-75.7391
1977,Ottawa - Gatineau CMA,ON,K2H,96,64,14.0,45.3433,-75.8265
1978,Ottawa - Gatineau CMA,ON,K2H,105,170,14.0,45.3433,-75.8265
1979,Ottawa - Gatineau CMA,ON,K2H,91,67,14.0,45.3433,-75.8265
